under_body2_AX,under_body2_AY,under_body2_AZ,under_body2_GX,under_body2_GY,under_body2_GZ,under_body3_AX,under_body3_AY,under_body3_AZ,under_body3_GX,under_body3_GY,under_body3_GZ
-600,-4812,13988,32767,212,8193,-12112,-6236,14208,11474,-1074,-6145
32767,-17328,-13800,12410,-2982,29104,-32768,-14144,-32768,11062,-25930,23498
14844,19844,8188,11295,17917,32767,22244,-5412,-17304,-14521,-25409,-6739
6652,5888,23368,11015,6738,-916,4804,18276,-32768,12732,32767,6358
-12192,-13568,-12356,-826,9875,2196,-18984,11896,5392,14354,30862,-8096
-9024,-5616,-10128,32767,-5281,20768,-13828,-6120,15408,13975,-7589,-6374
32767,-16372,-9224,12349,9504,32517,-32768,-17388,-32768,5304,-24512,21599
16328,24496,1104,2105,10830,32767,16892,-5136,-15352,-25962,-25058,-10380
4512,6164,23972,13775,10607,192,808,19052,-32768,2165,32561,12426
-10220,-8324,-14064,-709,3860,2968,-17236,15800,8300,13665,23532,-8300
-5424,-23128,-31292,32767,-23587,32767,-15892,-7392,13220,11000,-12670,-7418
32767,-20184,-4240,5331,5305,25879,-32768,-10684,-32768,13495,-18425,25855
15120,26412,-264,8614,26626,32767,9828,2924,-19376,-18293,-24589,-5965
3744,5588,21800,13461,10554,1890,-31952,15700,11972,-8273,3348,16433
32767,-17892,-7844,12392,9906,-32768,-32768,-660,-21140,4736,32767,-11959
-5440,3248,-15744,-4282,-3407,-7930,-15008,17000,17136,3718,12443,-5346
17332,32767,32767,17340,-32768,3082,-26152,16168,9876,12067,-13385,-4989
32767,-8200,-5580,-4003,-12346,30895,-20820,-3740,-32768,11490,-17717,23934
-3224,32767,10204,-11351,32767,22353,9524,-1788,-6348,-21137,-22130,-2090
18944,15732,10932,16297,3434,-574,-32768,4516,32767,-32768,-32768,-6387
32767,-10176,-11200,571,15893,-32430,-32768,10136,-11360,17011,32767,-12992
-4408,6784,-1384,-17509,1996,-11423,-9828,19940,26872,117,13638,-3186
32767,20384,32767,-1167,11163,-11377,-32768,27356,-4724,17862,-17512,1470
32767,4612,4740,566,-15668,32767,-15628,-2704,-32768,733,-23453,13158
-7616,32767,14812,-22919,5611,5520,4452,-2164,-1768,-14355,-13340,-1249
32767,16212,4872,10519,-21678,-15436,-32768,-32648,-32768,1208,28753,15488
-2612,4184,-1664,-4845,2394,-10035,-10168,10640,25828,-22111,18008,-607
-11496,-32496,-32768,-7310,-21756,-229,-32768,-6672,-17832,-5596,-31170,3295
32767,4180,24000,-9490,-18631,32767,6564,-7996,-28792,-4205,-32768,-2911
-19872,32452,32767,2380,11339,-3191,-3476,1856,15340,13415,-13280,6523
32767,-10840,3404,-7748,9669,-32768,-17096,-23468,-21276,21097,27123,-11014
-5552,-10748,-16632,2465,18360,-6729,-32768,1828,14136,89,32767,-3619
