under_body2_AX,under_body2_AY,under_body2_AZ,under_body2_GX,under_body2_GY,under_body2_GZ,under_body3_AX,under_body3_AY,under_body3_AZ,under_body3_GX,under_body3_GY,under_body3_GZ
25972,17820,-796,-8714,-18605,-13488,14464,-32768,25792,32767,32767,1384
19536,-5800,-15440,-995,14048,-14978,-28040,-3536,-19868,-25605,-11070,-10795
-636,-3732,-12852,6245,-12920,-5583,-13532,-3624,27960,-32768,-32768,1214
32767,28748,-7588,32767,32767,-18549,-32768,7668,4792,-4789,8565,4083
30672,6156,-8192,-2307,9393,9986,-20508,-14808,-24960,-13466,-2258,13897
12828,11652,11068,28185,30545,13586,7356,-8868,-6888,-31064,-32768,-9862
3260,2904,12316,5329,162,1645,-10164,1124,32767,-13587,-22425,-1864
32767,-5188,-2312,18125,9137,-6875,-30512,-21812,-24292,18648,32767,-6119
18112,1968,-10136,24118,10749,-3682,-20512,-10144,6696,-3894,13439,-3671
-3060,22232,4244,9022,-14978,-5549,-1884,-1744,16460,-4272,-20483,-1497
3728,6616,-30076,5458,-307,7188,-26844,-1940,-1056,-14466,-12736,16310
20472,7140,-5540,12158,-2310,6258,-14520,-17260,-18652,-21413,3250,9213
14356,11412,13864,12143,-2023,8978,-3964,-516,-2872,-13902,-16708,7445
9896,11784,14132,1521,14423,-2573,-5976,-25448,-7116,-20407,23923,-13984
32767,8956,-3332,18235,20775,-11558,-19240,-1772,-18852,-2284,-21181,-11502
6492,4424,-11716,-3957,9214,-4657,-25408,-2652,-2160,20923,14470,-3686
2628,-11760,12052,-10931,-18090,1805,-5116,9700,26152,-4590,-2724,-3544
13112,6432,-9340,32767,-5004,244,-32768,-24964,-4768,-2070,8475,11693
27472,7340,-2432,26607,29034,15305,1472,-12808,-18820,-8498,-13503,5646
-8232,21096,23808,16656,-18281,18109,-9404,3504,-252,-3932,15343,1410
30044,10596,12440,-25711,-32768,-20677,-2324,-19040,-8808,-8163,20037,-14366
23192,3164,-15348,-9034,16954,-8326,-29016,288,-12880,8803,-1174,-12426
-5892,-2096,-3732,-13681,-13504,7846,-7548,15892,26124,-26535,-32768,4235
10456,-14984,-32768,-31219,-1090,15452,-22012,-4724,5308,-19541,-2297,8436
32176,18000,-6632,18266,-1764,9553,-19532,-19856,-21076,1549,2216,15947
1736,15644,22100,17343,13166,23090,10532,-984,-10492,-10020,-29219,11185
3760,7732,14552,-31102,-32768,-19272,-26380,4308,-20500,31757,27465,1177
32767,3940,-19192,-1259,20924,-17241,-32732,-416,-23972,407,-3308,-16938
-8260,-1104,-10088,163,-5683,2993,-8680,9232,20292,-12098,821,-9476
32767,19572,32767,32767,18066,-19481,-14860,5204,8804,-11258,-182,2123
32767,12844,-18012,5402,-8471,10762,-30212,-21352,-26504,24493,31000,25099
5136,12472,23188,24495,32009,21620,13832,-4484,-10040,-13865,-32768,6399
-5608,2904,19556,-27724,-31927,-16671,2656,-1364,-11224,-6528,32767,-24198
32767,-2376,-21228,-9747,23943,-22802,-32768,-9000,-32768,-3205,-10091,-11226
-8104,-5492,-9480,-665,-5984,3766,-12248,1268,27704,-15720,4871,-5897
-3184,-3364,-1148,5864,1963,-7301,-688,-2356,16488,-18518,-7184,2721
32767,14124,-6604,21156,-8424,8147,-32768,-24260,-29532,11506,26135,26440
4808,9548,32767,-1453,32767,-2989,15096,-2244,-6864,-21247,-32768,1798
-16356,2512,17744,-15995,-25854,-15670,5008,3788,-9976,12708,32767,3100
32767,5896,-15172,-5653,16320,-17893,-6356,-7856,-32768,-9211,-32768,10589
-8356,-11220,-7772,-5348,6857,4805,-24280,-5216,32736,32767,32767,-20900
8608,7504,16048,8007,-6111,-12616,2440,6588,24720,-301,-414,2891
3404,16240,-32768,-1112,-11964,6582,-32768,-24020,-25228,28165,23404,28712
10960,3564,32767,32767,28161,4010,21960,-8088,-8548,-25272,-32768,-4714
-22948,18520,15012,-14880,2391,-21186,2756,8888,10864,12600,20188,4087
32767,-10024,-8212,-32768,-32768,3872,13812,-376,-32640,2236,1227,374
-5420,-11388,-17356,-4677,20809,-3094,-32768,4024,19484,32767,32767,-25470
372,4880,7088,1447,-852,-7230,2956,13232,30228,2167,6672,3359
12860,7876,-32768,-930,-11541,5223,-32768,-28248,-32768,30676,18662,25263
14884,-2088,20408,28164,21493,2587,20856,-5536,-6360,-10519,-32768,4233
-15348,15040,22252,-15292,-56,-9627,3104,6112,-2280,16662,32767,3008
32767,12912,-20092,3717,21049,-15746,4844,-7484,-32768,-16245,-31162,5748
-11320,-10044,-9552,714,1097,1604,-22516,4388,32767,32767,30389,-19160
-2156,2036,3700,29444,13916,-13299,1260,11792,19312,1127,8015,1060
24264,17208,-21724,3219,-15720,1543,-32768,-32768,-19544,-2258,19945,15789
24688,21376,7384,32767,19315,9468,16312,-3528,-13188,-8088,-28252,4639
-10236,7816,19100,-11921,-2803,-5161,-2888,1140,6724,-3472,18386,2491
32767,11408,-13424,-376,5201,-11080,3400,-4352,-32240,-11891,274,-1253
4280,-2072,-9956,13947,4089,-7104,-12076,-10932,29316,-20793,7763,4877
-6240,1356,12840,-1724,9195,57,-752,15668,18280,-35,1306,-5542
-22968,8,-32768,2763,-253,14545,-32768,-19084,-18192,3690,-2963,12690
32767,6820,2024,25243,-21592,16226,2180,-664,-15088,-13607,-32768,-3046
1932,17288,15748,-6130,12955,3931,-2056,-7228,19460,-21072,9537,-22225
26248,8120,9636,-14607,-32054,-9295,-9316,-6572,-19684,13868,32767,-2371
25968,-6764,-3972,-1009,15695,-16994,-23688,-5240,-12252,1757,-1568,-2487
2156,64,-3244,-4131,-11832,-447,-11156,-22136,16436,-32768,-12309,19295
-2004,-14644,-7824,-23582,-4548,3244,2452,1104,15892,-10037,-5596,1222
24156,-1320,-11068,15452,-864,9681,-32768,-19124,-12624,32767,6801,9679
26148,644,27976,-10761,-14264,2972,5616,-2528,-14068,4411,-4511,-2857
-5668,9016,23368,-10455,13447,-6061,3028,492,3596,11319,22190,10215
32767,-2960,-7344,-21103,-14840,-7496,-20420,1016,-19316,29898,-2050,-4261
8584,-5888,-15044,-20383,14018,-5899,-31260,-13300,-8132,32767,434,-15435
13568,748,13008,-32768,-30205,4987,6280,12900,30152,-32768,-5249,11490
9356,1980,-22236,-6714,-10680,2915,-31740,-13912,8976,-27238,-3147,8567
32767,8288,-13288,25626,-3670,12687,-10884,-15012,-23388,3751,519,9292
-4328,18988,13584,3954,32767,13030,1360,-1164,-3336,-18439,-12190,5422
12152,16136,10924,-15301,-23622,-10987,-14140,-32768,-5708,2630,32767,-9888
32767,1904,-19892,-13498,19779,-16956,-26728,-9096,-24148,-14756,-1495,-15981
-3888,-3736,-5656,-6494,-3870,6464,-5220,21968,20232,7316,-30026,-800
25356,10660,28228,9804,-516,-8330,-9768,-1020,11264,-14583,-4955,-361
32767,-144,-17844,3224,4308,9308,-32552,-19832,-26804,32767,19484,25937
9224,2920,21092,6803,32767,12146,17924,-108,-12384,-12077,-30014,1619
-5252,3800,20288,-19085,-21623,-10588,-2456,-9428,-7052,18389,32767,-21368
32767,6124,-19344,-4323,14950,-22985,-30108,-18440,-28484,-2079,-17812,-7694
-8620,-7148,-8532,2677,3912,4805,-16132,5392,27388,23080,-1768,-4666
4888,-3376,15984,27611,1701,-9282,-1364,-3372,15424,-2905,9679,-1942
32767,-2876,-17656,5201,1830,7517,-32768,-17500,-28520,32767,15300,26548
3848,19304,16804,7587,32767,9004,20644,-996,-12684,-10211,-32768,4722
-7892,2416,18252,-23509,-32768,-15445,-6668,-13900,3876,17702,32767,-16019
32767,5456,-15564,-6007,16567,-20721,-32768,-22588,-30948,-4828,-23234,-8603
-8684,-4680,-9100,2364,7935,3756,-19848,6164,24296,13439,12648,-10913
32767,-1544,23652,7508,4599,-5911,-8468,9840,16456,-2779,10554,4434
30220,192,-13028,-2944,14574,8702,-31808,-15260,-20100,32767,186,27129
21156,1836,11892,231,23912,5713,18656,3484,-12640,-3914,-18925,-1633
-3940,19392,20316,-11434,5184,-4998,-32768,20496,32767,3973,-14500,7291
32767,2420,-18248,13604,24553,-17819,-23964,-14948,-23872,-7524,-32768,-15101
-1788,1332,-9532,49,13142,-1460,-30100,-4936,17336,32767,23986,-3520
25900,29820,19212,2113,20237,-12782,-7996,8316,28708,-7041,2487,-1255
